Column_Name,Data_Type,Non_Null_Count,Null_Count,Null_Percentage,Unique_Values,Is_Process_Variable,Is_Raman,Mean,Std,Min,Max
1303,float64,113935,0,0.0,62539,No,Yes,388234.6494843551,211831.71033389983,0.0,890540.0
1302,float64,113935,0,0.0,62635,No,Yes,388429.20299293456,212063.5082223156,0.0,891290.0
1301,float64,113935,0,0.0,62877,No,Yes,388669.2665116075,212296.22218039542,0.0,892080.0
1300,float64,113935,0,0.0,62772,No,Yes,388905.854969939,212529.0056387702,0.0,892860.0
1299,float64,113935,0,0.0,62766,No,Yes,389102.6375038399,212761.34289413766,0.0,893590.0
1298,float64,113935,0,0.0,62989,No,Yes,389267.8910343617,212993.37290044304,0.0,894270.0
1297,float64,113935,0,0.0,63060,No,Yes,389450.8926317637,213225.88705422083,0.0,895010.0
1296,float64,113935,0,0.0,62945,No,Yes,389707.3734058893,213459.81213188294,0.0,895870.0
1295,float64,113935,0,0.0,63056,No,Yes,390060.6545837539,213695.5120144073,0.0,896820.0
1294,float64,113935,0,0.0,63210,No,Yes,390486.16563830257,213932.58446566458,0.0,897870.0
1293,float64,113935,0,0.0,63197,No,Yes,390926.5935313995,214170.2040507806,0.0,898950.0
1292,float64,113935,0,0.0,63104,No,Yes,391326.7243077193,214407.36341150777,0.0,900010.0
1291,float64,113935,0,0.0,62961,No,Yes,391662.69337780314,214643.70579794855,0.0,901010.0
1290,float64,113935,0,0.0,63196,No,Yes,391950.7586518629,214879.4346072096,0.0,901920.0
1289,float64,113935,0,0.0,63101,No,Yes,392234.27319963137,215115.23585734502,0.0,902820.0
1288,float64,113935,0,0.0,63317,No,Yes,392562.39883266774,215351.94517382246,0.0,903810.0
1287,float64,113935,0,0.0,63347,No,Yes,392974.1282573397,215590.17099623597,0.0,904870.0
1286,float64,113935,0,0.0,63248,No,Yes,393491.9808399526,215830.4548449634,0.0,905990.0
1285,float64,113935,0,0.0,63209,No,Yes,394120.90092596656,216072.69147138158,0.0,907230.0
1284,float64,113935,0,0.0,63203,No,Yes,394848.1828410936,216316.6413734539,0.0,908580.0
1283,float64,113935,0,0.0,63120,No,Yes,395645.01370957127,216561.8345470384,0.0,910010.0
1282,float64,113935,0,0.0,63055,No,Yes,396475.46083293104,216807.75830092037,0.0,911470.0
1281,float64,113935,0,0.0,63003,No,Yes,397310.48886645894,217053.89568614532,0.0,912890.0
1280,float64,113935,0,0.0,62891,No,Yes,398139.0876201343,217300.06506756117,0.0,914310.0
1279,float64,113935,0,0.0,62775,No,Yes,398968.89671303815,217546.33965107388,0.0,915710.0
1278,float64,113935,0,0.0,62695,No,Yes,399815.7764778163,217793.0384277092,0.0,917110.0
1277,float64,113935,0,0.0,62518,No,Yes,400692.03527449863,218040.54481137215,0.0,918560.0
1276,float64,113935,0,0.0,62412,No,Yes,401600.99375959975,218288.94354746677,0.0,920040.0
1275,float64,113935,0,0.0,62412,No,Yes,402539.78264800104,218538.1065924301,0.0,921560.0
1274,float64,113935,0,0.0,62255,No,Yes,403504.4426734542,218788.06962440864,0.0,923100.0
1273,float64,113935,0,0.0,62234,No,Yes,404491.1445648835,219038.7035567622,0.0,924680.0
1272,float64,113935,0,0.0,62030,No,Yes,405491.50982577784,219289.8463310194,0.0,926280.0
1271,float64,113935,0,0.0,61980,No,Yes,406485.13073243515,219541.16446081537,0.0,927830.0
1270,float64,113935,0,0.0,61811,No,Yes,407436.9928555756,219792.02933227597,0.0,929300.0
1269,float64,113935,0,0.0,61700,No,Yes,408304.80463422125,220041.79974702327,0.0,930660.0
1268,float64,113935,0,0.0,61606,No,Yes,409053.27178654494,220289.92948341006,0.0,931890.0
1267,float64,113935,0,0.0,61772,No,Yes,409666.75963487953,220536.25082239936,0.0,933000.0
1266,float64,113935,0,0.0,61612,No,Yes,410152.5074560056,220780.91910867105,0.0,934020.0
1265,float64,113935,0,0.0,61723,No,Yes,410532.6926229868,221024.3812062591,0.0,934960.0
1264,float64,113935,0,0.0,61781,No,Yes,410834.3121077808,221267.31479858517,0.0,935780.0
1263,float64,113935,0,0.0,61748,No,Yes,411080.3829376399,221509.99335620474,0.0,936540.0
1262,float64,113935,0,0.0,61940,No,Yes,411286.0011058937,221752.78955025427,0.0,937250.0
1261,float64,113935,0,0.0,61994,No,Yes,411455.176653355,221995.83755185743,0.0,937920.0
1260,float64,113935,0,0.0,62064,No,Yes,411582.27935226227,222239.41594811692,0.0,938530.0
1259,float64,113935,0,0.0,62147,No,Yes,411660.67233949184,222483.56567145954,0.0,939050.0
1258,float64,113935,0,0.0,62288,No,Yes,411696.0758239347,222728.62142432548,0.0,939560.0
1257,float64,113935,0,0.0,62499,No,Yes,411713.49659016106,222975.3915896709,0.0,940050.0
1256,float64,113935,0,0.0,62545,No,Yes,411748.6980559091,223224.7518753142,0.0,940600.0
1255,float64,113935,0,0.0,62615,No,Yes,411829.2897792601,223477.79624986617,0.0,941190.0
1254,float64,113935,0,0.0,62620,No,Yes,411960.0845657612,223735.0925826207,0.0,941850.0
1253,float64,113935,0,0.0,62660,No,Yes,412125.79217097466,223996.96259038942,0.0,942560.0
1252,float64,113935,0,0.0,62984,No,Yes,412305.2292886295,224263.6628347825,0.0,943300.0
1251,float64,113935,0,0.0,62949,No,Yes,412481.96663887304,224535.89156832919,0.0,944060.0
1250,float64,113935,0,0.0,62883,No,Yes,412643.9771273094,224814.44119388683,0.0,944840.0
1249,float64,113935,0,0.0,63155,No,Yes,412779.5255628209,225100.237202224,0.0,945590.0
1248,float64,113935,0,0.0,63354,No,Yes,412881.36060911923,225394.41242417783,0.0,946290.0
1247,float64,113935,0,0.0,63453,No,Yes,412958.59162680473,225698.5132298517,0.0,946990.0
1246,float64,113935,0,0.0,63477,No,Yes,413043.7054197569,226014.7744552804,0.0,947760.0
1245,float64,113935,0,0.0,63440,No,Yes,413180.8701628121,226345.68292276948,0.0,948640.0
1244,float64,113935,0,0.0,63653,No,Yes,413400.9245885812,226693.5639247427,0.0,949660.0
1243,float64,113935,0,0.0,63808,No,Yes,413702.6862421556,227060.71076670848,0.0,950790.0
1242,float64,113935,0,0.0,63990,No,Yes,414055.9946197393,227448.94357809075,0.0,952030.0
1241,float64,113935,0,0.0,64096,No,Yes,414422.7711589942,227860.06611914083,0.0,953330.0
1240,float64,113935,0,0.0,64194,No,Yes,414777.9035239391,228296.24618633933,0.0,954690.0
1239,float64,113935,0,0.0,64401,No,Yes,415114.67556062667,228760.04732148672,0.0,956120.0
1238,float64,113935,0,0.0,64354,No,Yes,415438.6868302102,229254.48705656963,0.0,957570.0
1237,float64,113935,0,0.0,64617,No,Yes,415763.51069469436,229782.5019571458,0.0,959110.0
1236,float64,113935,0,0.0,64882,No,Yes,416115.91130030283,230347.4439056843,0.0,960760.0
1235,float64,113935,0,0.0,65066,No,Yes,416540.52242945536,230952.74153092827,0.0,962570.0
1234,float64,113935,0,0.0,65097,No,Yes,417089.24227849214,231602.03108339728,0.0,964640.0
1233,float64,113935,0,0.0,65185,No,Yes,417797.19159169705,232298.33561464772,0.0,966960.0
1232,float64,113935,0,0.0,65430,No,Yes,418665.0564795717,233043.83366015492,0.0,969550.0
1231,float64,113935,0,0.0,65530,No,Yes,419666.4507657875,233840.10854204424,0.0,972370.0
1230,float64,113935,0,0.0,65617,No,Yes,420775.4385219643,234688.01289020546,0.0,975440.0
1229,float64,113935,0,0.0,65708,No,Yes,421987.80221178744,235588.4857610521,0.0,978720.0
1228,float64,113935,0,0.0,65853,No,Yes,423314.4143678413,236541.90312449852,0.0,982270.0
1227,float64,113935,0,0.0,66183,No,Yes,424755.754632027,237548.0496474537,0.0,986050.0
1226,float64,113935,0,0.0,66021,No,Yes,426287.66196515557,238605.43713844763,0.0,990030.0
1225,float64,113935,0,0.0,66401,No,Yes,427877.25683064904,239711.68057211296,0.0,994160.0
1224,float64,113935,0,0.0,66477,No,Yes,429513.46547592926,240863.65907338334,0.0,998420.0
1223,float64,113935,0,0.0,66329,No,Yes,431219.1772852942,242058.1194434402,0.0,1002900.0
1222,float64,113935,0,0.0,66754,No,Yes,433029.69550182123,243291.0853206774,0.0,1007500.0
1221,float64,113935,0,0.0,66719,No,Yes,434955.76662131917,244557.11536908324,0.0,1012300.0
1220,float64,113935,0,0.0,67051,No,Yes,436969.297933032,245849.19063587306,0.0,1017200.0
1219,float64,113935,0,0.0,66955,No,Yes,439026.4478430684,247159.3761114617,0.0,1022200.0
1218,float64,113935,0,0.0,67157,No,Yes,441117.2146925879,248479.17436258917,0.0,1027400.0
1217,float64,113935,0,0.0,67149,No,Yes,443307.71001009346,249800.68518485103,0.0,1032600.0
1216,float64,113935,0,0.0,67165,No,Yes,445747.3273884232,251116.7639339613,0.0,1037900.0
1215,float64,113935,0,0.0,67310,No,Yes,448626.63405450474,252420.2999086686,0.0,1043700.0
1214,float64,113935,0,0.0,66968,No,Yes,452083.7456093387,253703.35074729752,0.0,1050000.0
1213,float64,113935,0,0.0,66611,No,Yes,456085.44587703515,254954.86247829284,0.0,1056800.0
1212,float64,113935,0,0.0,65985,No,Yes,460340.16117961996,256159.88285441478,0.0,1063700.0
1211,float64,113935,0,0.0,65469,No,Yes,464312.1824549085,257299.80563497584,0.0,1070200.0
1210,float64,113935,0,0.0,65439,No,Yes,467372.1574581998,258354.46836354194,0.0,1075600.0
1209,float64,113935,0,0.0,65341,No,Yes,469035.7318383289,259306.75662249097,0.0,1079400.0
1208,float64,113935,0,0.0,65848,No,Yes,469169.37688155525,260146.04493925782,0.0,1081500.0
1207,float64,113935,0,0.0,66141,No,Yes,468048.4660990916,260869.44981353031,0.0,1082100.0
1206,float64,113935,0,0.0,67232,No,Yes,466231.7258963444,261479.8084519347,0.0,1081800.0
1205,float64,113935,0,0.0,67739,No,Yes,464327.2625970948,261981.59076559186,0.0,1081200.0
1204,float64,113935,0,0.0,68431,No,Yes,462776.9269759073,262378.10555694083,0.0,1080600.0
1203,float64,113935,0,0.0,68642,No,Yes,461754.6327116338,262669.74396524637,0.0,1080200.0
1202,float64,113935,0,0.0,68647,No,Yes,461196.22466318513,262854.52477093984,0.0,1080200.0
1201,float64,113935,0,0.0,68821,No,Yes,460906.8,262930.0656186874,0.0,1080000.0
1200,float64,113935,0,0.0,68841,No,Yes,460677.41621977446,262895.339402322,0.0,1079800.0
1199,float64,113935,0,0.0,69033,No,Yes,460362.8810900952,262751.84199961385,0.0,1079200.0
1198,float64,113935,0,0.0,68807,No,Yes,459906.9458726467,262503.8601451784,0.0,1078200.0
1197,float64,113935,0,0.0,68847,No,Yes,459324.22014306404,262157.82402980834,0.0,1076800.0
1196,float64,113935,0,0.0,68794,No,Yes,458659.6829508053,261722.0107676176,0.0,1075200.0
1195,float64,113935,0,0.0,68883,No,Yes,457948.13989555446,261205.45437563592,0.0,1073400.0
1194,float64,113935,0,0.0,69011,No,Yes,457194.9301092728,260617.39581393957,0.0,1071300.0
1193,float64,113935,0,0.0,68753,No,Yes,456383.12207837804,259967.40567617954,0.0,1069000.0
1192,float64,113935,0,0.0,68648,No,Yes,455497.0283231667,259265.62240977742,0.0,1066600.0
1191,float64,113935,0,0.0,68407,No,Yes,454541.28812041954,258522.4636164045,0.0,1064000.0
1190,float64,113935,0,0.0,68285,No,Yes,453541.4530390135,257748.99293777053,0.0,1061400.0
1189,float64,113935,0,0.0,68232,No,Yes,452529.1382981525,256955.91535047942,0.0,1058600.0
1188,float64,113935,0,0.0,67963,No,Yes,451525.86018343794,256153.61369590112,0.0,1055900.0
1187,float64,113935,0,0.0,67994,No,Yes,450539.1932242068,255351.78947727632,0.0,1053200.0
1186,float64,113935,0,0.0,68003,No,Yes,449571.4463509896,254559.37401277712,0.0,1050500.0
1185,float64,113935,0,0.0,67770,No,Yes,448631.37343222013,253784.7185667645,0.0,1048000.0
1184,float64,113935,0,0.0,67591,No,Yes,447737.56440953177,253035.53764055605,0.0,1045500.0
1183,float64,113935,0,0.0,67318,No,Yes,446913.0206345724,252318.7209605856,0.0,1043200.0
1182,float64,113935,0,0.0,67304,No,Yes,446176.20226444904,251640.11711393108,0.0,1041000.0
1181,float64,113935,0,0.0,67264,No,Yes,445535.6089524729,251004.4125030353,0.0,1039000.0
1180,float64,113935,0,0.0,67107,No,Yes,444992.55522008165,250415.44699788635,0.0,1037200.0
1179,float64,113935,0,0.0,66801,No,Yes,444549.5573265458,249875.8487522537,0.0,1035600.0
1178,float64,113935,0,0.0,66733,No,Yes,444217.07298020803,249387.71938764013,0.0,1034200.0
1177,float64,113935,0,0.0,66729,No,Yes,444014.79462851625,248952.55669305217,0.0,1033100.0
1176,float64,113935,0,0.0,66451,No,Yes,443964.66057839995,248571.11168743516,0.0,1032200.0
1175,float64,113935,0,0.0,66453,No,Yes,444079.09481722035,248243.31161478383,0.0,1031700.0
1174,float64,113935,0,0.0,66219,No,Yes,444352.78132268396,247967.9637239817,0.0,1031500.0
1173,float64,113935,0,0.0,66080,No,Yes,444763.0878307807,247743.3706715455,0.0,1031500.0
1172,float64,113935,0,0.0,65787,No,Yes,445280.9850704349,247567.1625780265,0.0,1031700.0
1171,float64,113935,0,0.0,65564,No,Yes,445888.00495896785,247436.81800783213,0.0,1032000.0
1170,float64,113935,0,0.0,65289,No,Yes,446591.1043226401,247350.04858172298,0.0,1032600.0
1169,float64,113935,0,0.0,65066,No,Yes,447425.91669811733,247304.75173934374,0.0,1033300.0
1168,float64,113935,0,0.0,64932,No,Yes,448440.82763856585,247298.86922905897,0.0,1034300.0
1167,float64,113935,0,0.0,64756,No,Yes,449667.55335059465,247329.9965965015,0.0,1035600.0
1166,float64,113935,0,0.0,64358,No,Yes,451093.95908193267,247395.23232368866,0.0,1037100.0
1165,float64,113935,0,0.0,64079,No,Yes,452661.8516873656,247490.76908195255,0.0,1038800.0
1164,float64,113935,0,0.0,63695,No,Yes,454294.61542985035,247612.69013245846,0.0,1040700.0
1163,float64,113935,0,0.0,63345,No,Yes,455938.71126519504,247757.59096084168,0.0,1042600.0
1162,float64,113935,0,0.0,63144,No,Yes,457584.408004564,247922.73419740793,0.0,1044500.0
1161,float64,113935,0,0.0,62842,No,Yes,459249.7705621626,248106.04536483085,0.0,1046500.0
1160,float64,113935,0,0.0,62490,No,Yes,460943.42287269054,248305.60492820074,0.0,1048500.0
1159,float64,113935,0,0.0,62298,No,Yes,462643.1372010357,248519.18901133843,0.0,1050600.0
1158,float64,113935,0,0.0,62142,No,Yes,464309.81947601703,248744.3013190146,0.0,1052600.0
1157,float64,113935,0,0.0,62126,No,Yes,465920.54760170274,248978.93854678608,0.0,1054600.0
1156,float64,113935,0,0.0,61951,No,Yes,467480.78538640455,249221.71436697402,0.0,1056600.0
1155,float64,113935,0,0.0,61757,No,Yes,469001.96427787776,249471.51082023943,0.0,1058600.0
1154,float64,113935,0,0.0,61819,No,Yes,470467.71425812965,249726.91393964787,0.0,1060600.0
1153,float64,113935,0,0.0,61804,No,Yes,471831.2239346996,249986.12622110188,0.0,1062500.0
1152,float64,113935,0,0.0,61629,No,Yes,473053.1218940624,250247.7877715584,0.0,1064200.0
1151,float64,113935,0,0.0,61706,No,Yes,474144.80789046385,250511.20745602495,0.0,1065800.0
1150,float64,113935,0,0.0,61648,No,Yes,475171.6440689867,250776.8649956162,0.0,1067400.0
1149,float64,113935,0,0.0,61685,No,Yes,476206.16584894893,251045.4940549867,0.0,1068900.0
1148,float64,113935,0,0.0,61729,No,Yes,477271.02412779216,251317.0943507408,0.0,1070500.0
1147,float64,113935,0,0.0,61533,No,Yes,478324.1791460043,251590.51263824347,0.0,1072100.0
1146,float64,113935,0,0.0,61814,No,Yes,479299.27018914296,251864.34748760288,0.0,1073700.0
1145,float64,113935,0,0.0,61702,No,Yes,480165.49050774565,252137.76820413477,0.0,1075100.0
1144,float64,113935,0,0.0,61791,No,Yes,480955.9533505946,252411.06646281443,0.0,1076500.0
1143,float64,113935,0,0.0,61881,No,Yes,481746.3702549699,252685.33220317573,0.0,1077900.0
1142,float64,113935,0,0.0,61683,No,Yes,482607.4401105894,252961.6848617795,0.0,1079400.0
1141,float64,113935,0,0.0,61672,No,Yes,483572.4258305174,253240.40062921206,0.0,1081000.0
1140,float64,113935,0,0.0,61881,No,Yes,484639.7333655154,253521.5194178938,0.0,1082700.0
1139,float64,113935,0,0.0,61855,No,Yes,485801.22571641725,253804.7215864257,0.0,1084500.0
1138,float64,113935,0,0.0,61650,No,Yes,487064.2148856804,254090.09840673106,0.0,1086400.0
1137,float64,113935,0,0.0,61627,No,Yes,488449.54979593627,254377.91299471512,0.0,1088400.0
1136,float64,113935,0,0.0,61763,No,Yes,489966.50427875546,254668.49006040648,0.0,1090600.0
1135,float64,113935,0,0.0,61775,No,Yes,491584.3133541054,254961.2228435249,0.0,1092900.0
1134,float64,113935,0,0.0,61782,No,Yes,493222.88315267477,255254.5676959436,0.0,1095200.0
1133,float64,113935,0,0.0,61728,No,Yes,494773.3450125071,255546.66420758812,0.0,1097400.0
1132,float64,113935,0,0.0,61719,No,Yes,496138.1284592092,255836.04427783357,0.0,1099400.0
1131,float64,113935,0,0.0,61688,No,Yes,497266.4197744328,256121.61308237296,0.0,1101200.0
1130,float64,113935,0,0.0,61997,No,Yes,498163.19541844033,256403.52905767795,0.0,1102800.0
1129,float64,113935,0,0.0,61800,No,Yes,498868.348365296,256682.47922090272,0.0,1104000.0
1128,float64,113935,0,0.0,61737,No,Yes,499422.11698775616,256959.12774454535,0.0,1105200.0
1127,float64,113935,0,0.0,61857,No,Yes,499842.7247992276,257233.62013778463,0.0,1106200.0
1126,float64,113935,0,0.0,61877,No,Yes,500131.27524465707,257505.9825259185,0.0,1107200.0
1125,float64,113935,0,0.0,61970,No,Yes,500292.41528064245,257776.35307355897,0.0,1107900.0
1124,float64,113935,0,0.0,61900,No,Yes,500350.1963487954,258045.18501897546,0.0,1108600.0
1123,float64,113935,0,0.0,61855,No,Yes,500344.9313380436,258313.1165687535,0.0,1109200.0
1122,float64,113935,0,0.0,61968,No,Yes,500314.0412954755,258580.67161447532,0.0,1109800.0
1121,float64,113935,0,0.0,61949,No,Yes,500276.74479308375,258848.49504375565,0.0,1110300.0
1120,float64,113935,0,0.0,62049,No,Yes,500235.36055645766,259116.3519367154,0.0,1110900.0
1119,float64,113935,0,0.0,61912,No,Yes,500192.0293149603,259384.44727791086,0.0,1111400.0
1118,float64,113935,0,0.0,61958,No,Yes,500163.9826655549,259653.0468643977,0.0,1112000.0
1117,float64,113935,0,0.0,62015,No,Yes,500183.9264492913,259922.75699602923,0.0,1112500.0
1116,float64,113935,0,0.0,62065,No,Yes,500284.95966998726,260194.2152684229,0.0,1113200.0
1115,float64,113935,0,0.0,62064,No,Yes,500483.05095010315,260467.55047046836,0.0,1114000.0
1114,float64,113935,0,0.0,62089,No,Yes,500768.76810462103,260742.69869536045,0.0,1114800.0
1113,float64,113935,0,0.0,62115,No,Yes,501112.0867073331,261019.07220625493,0.0,1115800.0
1112,float64,113935,0,0.0,62116,No,Yes,501472.34099267126,261295.97652970368,0.0,1116600.0
1111,float64,113935,0,0.0,62218,No,Yes,501804.8068547856,261572.70094245588,0.0,1117600.0
1110,float64,113935,0,0.0,62289,No,Yes,502063.7548426734,261848.32472684668,0.0,1118400.0
1109,float64,113935,0,0.0,62287,No,Yes,502208.23443191295,262122.4496457158,0.0,1119100.0
1108,float64,113935,0,0.0,62090,No,Yes,502212.63489709044,262394.43214077404,0.0,1119700.0
1107,float64,113935,0,0.0,62268,No,Yes,502078.52857330936,262664.30833576614,0.0,1120100.0
1106,float64,113935,0,0.0,62454,No,Yes,501835.98590424366,262932.6280069624,0.0,1120400.0
1105,float64,113935,0,0.0,62411,No,Yes,501530.2825997279,263200.17212268175,0.0,1120800.0
1104,float64,113935,0,0.0,62438,No,Yes,501203.38886207045,263467.6307487898,0.0,1121100.0
1103,float64,113935,0,0.0,62440,No,Yes,500886.2341247202,263735.5926757454,0.0,1121400.0
1102,float64,113935,0,0.0,62437,No,Yes,500609.88084434107,264004.6122733778,0.0,1121800.0
1101,float64,113935,0,0.0,62633,No,Yes,500425.8640891737,264275.3832827693,0.0,1122200.0
1100,float64,113935,0,0.0,62462,No,Yes,500413.4259095098,264549.3940488027,0.0,1122800.0
1099,float64,113935,0,0.0,62612,No,Yes,500660.3226225479,264828.03705453564,0.0,1123700.0
1098,float64,113935,0,0.0,62689,No,Yes,501225.9741958134,265112.2209559631,0.0,1124900.0
1097,float64,113935,0,0.0,62835,No,Yes,502115.5077105367,265402.1729808673,0.0,1126400.0
1096,float64,113935,0,0.0,62610,No,Yes,503283.9125992891,265696.9926526144,0.0,1128200.0
1095,float64,113935,0,0.0,62461,No,Yes,504667.78464914206,265995.6725014553,0.0,1130100.0
1094,float64,113935,0,0.0,62366,No,Yes,506217.9085267916,266297.484555485,0.0,1132300.0
1093,float64,113935,0,0.0,62501,No,Yes,507906.59252205206,266601.95328119985,0.0,1134700.0
1092,float64,113935,0,0.0,62488,No,Yes,509708.2712774828,266908.6279000169,0.0,1137100.0
1091,float64,113935,0,0.0,62428,No,Yes,511572.286461579,267216.6736023327,0.0,1139700.0
1090,float64,113935,0,0.0,62477,No,Yes,513412.3518585158,267524.63485157327,0.0,1142200.0
1089,float64,113935,0,0.0,62433,No,Yes,515120.44913327775,267830.6531041743,0.0,1144600.0
1088,float64,113935,0,0.0,62323,No,Yes,516591.05949006014,268132.905194623,0.0,1146700.0
1087,float64,113935,0,0.0,62604,No,Yes,517739.17064115504,268429.9939841168,0.0,1148500.0
1086,float64,113935,0,0.0,62416,No,Yes,518503.21170843026,268720.75312458904,0.0,1149900.0
1085,float64,113935,0,0.0,62386,No,Yes,518841.1995611533,269004.362502909,0.0,1150800.0
1084,float64,113935,0,0.0,62375,No,Yes,518731.7781893185,269280.70283781254,0.0,1151300.0
1083,float64,113935,0,0.0,62462,No,Yes,518181.3137139597,269549.68388130097,0.0,1151400.0
1082,float64,113935,0,0.0,62638,No,Yes,517231.1531048405,269812.1949783302,0.0,1151000.0
1081,float64,113935,0,0.0,62816,No,Yes,515957.3629350068,270069.45621770463,0.0,1150300.0
1080,float64,113935,0,0.0,62653,No,Yes,514462.345556677,270323.3563993606,0.0,1149400.0
1079,float64,113935,0,0.0,62732,No,Yes,512863.54983982095,270575.922872918,0.0,1148300.0
1078,float64,113935,0,0.0,62933,No,Yes,511284.5333918462,270829.24879259244,0.0,1147200.0
1077,float64,113935,0,0.0,62848,No,Yes,509847.28951595206,271085.18363665906,0.0,1146300.0
1076,float64,113935,0,0.0,63006,No,Yes,508660.45174002723,271345.8737694739,0.0,1145600.0
1075,float64,113935,0,0.0,63132,No,Yes,507801.64342827053,271612.38790789095,0.0,1145200.0
1074,float64,113935,0,0.0,62963,No,Yes,507301.544494668,271885.1518211882,0.0,1145200.0
1073,float64,113935,0,0.0,63134,No,Yes,507138.9232018256,272163.7186807646,0.0,1145600.0
1072,float64,113935,0,0.0,63283,No,Yes,507254.206266731,272447.1209075019,0.0,1146300.0
1071,float64,113935,0,0.0,63255,No,Yes,507577.5141703603,272734.23413330415,0.0,1147100.0
1070,float64,113935,0,0.0,63318,No,Yes,508055.85995523765,273024.1367746404,0.0,1148200.0
1069,float64,113935,0,0.0,63117,No,Yes,508665.21701847547,273316.457523127,0.0,1149300.0
1068,float64,113935,0,0.0,63061,No,Yes,509399.7448808531,273611.06313831575,0.0,1150600.0
1067,float64,113935,0,0.0,63043,No,Yes,510247.78909027076,273907.6921129758,0.0,1152000.0
1066,float64,113935,0,0.0,63159,No,Yes,511173.64877342345,274205.9591066109,0.0,1153500.0
1065,float64,113935,0,0.0,63074,No,Yes,512120.6776319831,274504.745754098,0.0,1155000.0
1064,float64,113935,0,0.0,63028,No,Yes,513037.532487822,274803.2453841947,0.0,1156500.0
1063,float64,113935,0,0.0,63095,No,Yes,513910.5375345592,275101.21616788046,0.0,1157900.0
1062,float64,113935,0,0.0,63089,No,Yes,514779.82653267216,275399.5237918447,0.0,1159300.0
1061,float64,113935,0,0.0,63005,No,Yes,515728.48361785227,275699.3476914155,0.0,1160800.0
1060,float64,113935,0,0.0,63232,No,Yes,516853.34994514415,276002.50081178156,0.0,1162600.0
1059,float64,113935,0,0.0,62881,No,Yes,518234.5720279107,276310.0986302997,0.0,1164600.0
1058,float64,113935,0,0.0,63183,No,Yes,519920.95835344715,276622.9880960604,0.0,1166800.0
1057,float64,113935,0,0.0,62931,No,Yes,521928.47093518235,276941.6936761456,0.0,1169400.0
1056,float64,113935,0,0.0,62827,No,Yes,524238.28404792206,277265.65016742976,0.0,1172400.0
1055,float64,113935,0,0.0,62843,No,Yes,526784.2810900952,277593.94734672,0.0,1175500.0
1054,float64,113935,0,0.0,62739,No,Yes,529436.0657567912,277924.49693211674,0.0,1178800.0
1053,float64,113935,0,0.0,62553,No,Yes,531995.8232764296,278253.7449253967,0.0,1182100.0
1052,float64,113935,0,0.0,62490,No,Yes,534223.8809408874,278577.76906398626,0.0,1185000.0
1051,float64,113935,0,0.0,62530,No,Yes,535890.9265107298,278892.6342750019,0.0,1187400.0
1050,float64,113935,0,0.0,62557,No,Yes,536833.9634177382,279195.2866167195,0.0,1189000.0
1049,float64,113935,0,0.0,62525,No,Yes,536994.2671611006,279484.85322107415,0.0,1189800.0
1048,float64,113935,0,0.0,62620,No,Yes,536421.1032606311,279762.4536755869,0.0,1189800.0
1047,float64,113935,0,0.0,62653,No,Yes,535249.8350375214,280030.18099245353,0.0,1189300.0
1046,float64,113935,0,0.0,62692,No,Yes,533668.741159433,280291.2750137,0.0,1188400.0
1045,float64,113935,0,0.0,62562,No,Yes,531886.2264975643,280549.4214364345,0.0,1187200.0
1044,float64,113935,0,0.0,62552,No,Yes,530101.3536314565,280807.9298450592,0.0,1186100.0
1043,float64,113935,0,0.0,62915,No,Yes,528475.0249616009,281069.43148132897,0.0,1185100.0
1042,float64,113935,0,0.0,62904,No,Yes,527104.8265853338,281335.6511227077,0.0,1184400.0
1041,float64,113935,0,0.0,63182,No,Yes,526014.2631851494,281606.81694827334,0.0,1184000.0
1040,float64,113935,0,0.0,63062,No,Yes,525167.9512704612,281882.3741275046,0.0,1183700.0
1039,float64,113935,0,0.0,63232,No,Yes,524509.33876333,282161.41044892743,0.0,1183700.0
1038,float64,113935,0,0.0,63259,No,Yes,523998.6927985255,282443.1547224904,0.0,1183800.0
1037,float64,113935,0,0.0,63224,No,Yes,523626.6159564664,282727.52556859143,0.0,1184100.0
1036,float64,113935,0,0.0,63189,No,Yes,523395.36246982927,283014.4791314412,0.0,1184600.0
1035,float64,113935,0,0.0,63434,No,Yes,523288.51663667883,283303.7149017358,0.0,1185100.0
1034,float64,113935,0,0.0,63366,No,Yes,523259.3290735946,283594.4863888711,0.0,1185800.0
1033,float64,113935,0,0.0,63468,No,Yes,523251.5121867732,283885.8266976082,0.0,1186400.0
1032,float64,113935,0,0.0,63554,No,Yes,523235.56164479745,284177.30664794496,0.0,1187000.0
1031,float64,113935,0,0.0,63477,No,Yes,523225.9395708079,284469.1952097176,0.0,1187700.0
1030,float64,113935,0,0.0,63624,No,Yes,523263.15858164744,284762.21839106,0.0,1188300.0
1029,float64,113935,0,0.0,63662,No,Yes,523374.18457014963,285056.6249970226,0.0,1189100.0
1028,float64,113935,0,0.0,63684,No,Yes,523547.33476104797,285352.57334265724,0.0,1189800.0
1027,float64,113935,0,0.0,63759,No,Yes,523740.3778645719,285649.0363985861,0.0,1190600.0
1026,float64,113935,0,0.0,63650,No,Yes,523912.1678764208,285945.45956175163,0.0,1191400.0
1025,float64,113935,0,0.0,63674,No,Yes,524047.25759424234,286241.65258753893,0.0,1192100.0
1024,float64,113935,0,0.0,63835,No,Yes,524153.3346381709,286537.5873601675,0.0,1192800.0
